   5.8247676e-01  -5.6723201e-03   0.0000000e+00
   5.8247676e-01   0.0000000e+00   0.0000000e+00
   5.8247676e-01   0.0000000e+00   0.0000000e+00
   5.8247676e-01   0.0000000e+00   0.0000000e+00
   5.8247676e-01   0.0000000e+00   0.0000000e+00
   5.8247676e-01   0.0000000e+00   0.0000000e+00
   5.8247676e-01   0.0000000e+00   3.0754657e-01
   5.8247676e-01  -1.3089969e-03   1.5301554e+01
   5.8247676e-01  -2.6179939e-03   1.8065361e+01
   5.8247676e-01  -3.9269908e-03   2.0883022e+01
   5.8247676e-01  -6.1086524e-03   2.3687735e+01
   5.8247676e-01  -8.2903139e-03   2.6394808e+01
   5.8247676e-01  -1.0471976e-02   2.9096280e+01
   5.8247676e-01  -1.2653637e-02   3.1501879e+01
   5.8247676e-01  -1.5271631e-02   3.4306092e+01
   5.8247676e-01  -1.7889625e-02   3.6952262e+01
   5.8247676e-01  -2.0943951e-02   3.9354915e+01
   5.8247676e-01  -2.3998277e-02   4.2117836e+01
   5.8247676e-01  -2.7052603e-02   4.4599545e+01
   5.8247676e-01  -3.0543262e-02   4.7419923e+01
   5.8247676e-01  -3.4033920e-02   4.9888860e+01
   5.8247676e-01  -3.7524579e-02   5.2434119e+01
   5.8247676e-01  -4.1451570e-02   5.4801568e+01
   5.8247676e-01  -4.5378561e-02   5.7154389e+01
   5.8247676e-01  -4.9305551e-02   5.9272828e+01
   5.8247676e-01  -5.3232542e-02   6.1335982e+01
   5.8247676e-01  -5.7159533e-02   6.3396516e+01
   5.8247676e-01  -6.1522856e-02   6.5699732e+01
   5.8247676e-01  -6.5886179e-02   6.7766220e+01
   5.8247676e-01  -7.0249502e-02   7.0254183e+01
   5.8247676e-01  -7.4612826e-02   7.2585842e+01
   5.8247676e-01  -7.9412481e-02   7.5151708e+01
   5.8247676e-01  -8.4212136e-02   7.7181423e+01
   5.8247676e-01  -8.9011792e-02   7.8993540e+01
   5.8247676e-01  -9.3811447e-02   8.0671009e+01
   5.8247676e-01  -9.9047435e-02   8.2670788e+01
   5.8247676e-01  -1.0428342e-01   8.4607537e+01
   5.8247676e-01  -1.0864675e-01   8.6951560e+01
   5.8247676e-01  -1.1388273e-01   8.9141890e+01
   5.8247676e-01  -1.1911872e-01   9.1428710e+01
   5.8247676e-01  -1.2435471e-01   9.3069822e+01
   5.8247676e-01  -1.2959070e-01   9.4512280e+01
   5.8247676e-01  -1.3439035e-01   9.5841574e+01
   5.8247676e-01  -1.3962634e-01   9.7828427e+01
   5.8247676e-01  -1.4442600e-01   9.9980990e+01
   5.8247676e-01  -1.4966198e-01   1.0232880e+02
   5.8247676e-01  -1.5489797e-01   1.0404402e+02
   5.8247676e-01  -1.6013396e-01   1.0530341e+02
   5.8247676e-01  -1.6536995e-01   1.0657816e+02
